"id";"nom";"code-barre";"prix";"categorie";"unite";"image"
"2310";"FLACONS VERRE AMBRE 500ML + POMPE";"0499000173003";"5.77";"V";"Unité(s)";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigDw79omWO2j8N3G7E6XLMoz/AAgAn9dtc38Q59NsfF2s6pJokd3I6W7xyXV0FjDNCmAkWRu4ySecHitP9pMx/atCG4eZ5cpIx0Hbn6/yrjfHWpzX91C/2gywPYWzqhO5VJhQNgHp8wPSiMLJ+txN6oxtQ1y9vLTZLFY7Jed9vCoC+qAKNqkfn3zXrP7Of/My/wDbr/7VrxvRYLnXJ2sJNVtbSJEMoN7MY4sggYGBjcc8cdjXvHwL0b+yDr4/tPTb7zfs/NjN5gXHm/e44zn9KLDPYKKKKACiiigDmvFlp4ekhW58QWOn3EUe2ONruBZDuZsBVB7k+leG+PBoOqWzx6RpUNlDb/8APFFQAjqcA5JPA44AHvXqfxCjlXWtOnEwihMLxOxQOF3ZUtjr90sMj1rxzU7sW2stpiyRvbNK0KuYghZS2M46jrnGa4sRXnDSP9f0jqw1OMvekZ3h6fQ9GVV1XQ7XWLe5KsBNIY3ixkHBHTqOvHHUV9C/D3R/C9hp89/4YsVtYL0IZVEjscruwG3M2CNx6HHNeCQXrWYa0EUWfMUCYYY42/MAMYPLKT6Y9zXsPwfnlnt9X3xhEEkZUKu0Zw2SB24xRQxLlNQa3HWopJyXQ9NooortOQKKKKAOJ+IVqPsKXx+bypIlKnptJYHP5ivJ7yBLjVLkvHEFMhYDYMD6ele0eNo/P8N6lCBlxbeYo91bd/SvCtQunGqSBDwyhh+VeZmdNuCcT0cveskW1hJIEbDduK8cc5xXqHwrhENjqSgk4lUEnucEn+deR2c8n2+MHnJ3n8BzXsvw0XGk3r92n5/IVy5ZBxqNs3x7/d2O3ooor3TxwooooAxdbTzTJD/z0gZfzBr5s8X30dqEeKMm4RcYLYHI5+uK+ktcLxuZY8blj4Hvk15R9gufD2s6ndPaz3FhewqIzFB5zQuHyQ6DkjBOCM9s0SpKorSKhVlTb5TzTwzqmpvcwSXVmxjkVmicQvlkGQzA9CoI5Psa+hPhe3maBcS5z5k5b8On9K84S81O+eW3srC5cSRyxYaza2hQOuAWL4OFJJ2qDn9a9N+HGntpWiPYneVh2qHfgucHJx2yc1hCjGE7xVjWdaU42k7nZ0UUVuYH/9k="
"627";"MELON unite SAF";"0499000064004";"2.73";"L";"Unité(s)";""
"645";"PASTEQUE Unité BIO";"0499000063007";"3.9";"F";"Unité(s)";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iioTd24uxaefF9pKeYId437c43beuM96AJaWs/VNXtdKtzJO4BxkLmuLuPiGn2giJpWHYRoqg/99ZNYVMRCm7Pc6qGCxGIV6UG1+H4nolFcpo/in7cNykygfejZQJB64I4P0wD/ACrqI5UmiSWNg6OoZWHQg9DVU60ai0MatKdGfJUVmPopKWtTMK8J1nU013xg8hgneWF/OSUMYzCmcKUbIJb5RjHv0r3Qum/ZuXd/dzzXzzfxanp1/PEdpEExi+0FebViwycYJYbccYA6c968zM1Jwjyvr3tr8vnp919nhXTaVjf1a2vbqd78X1zcMR+8RsZxgcrjgjHbFYzJE8SsoaRTzgnkfSoX8TyJG7vOYp4VZvLMewSBWOWXceRgZGDn61QuNVt5rgyxSx+TOoaORXXaW53Db1U9Dj615ylJbp/1+ff7+zPo8nz3lUcPi/h2UrbeUtNV57977nUaVPLaS/aIz5aoQSQ+Mc16L4U1ZJ9S1nSdwzaXAeNfRHVWYfg7MPxAryfTHhSFtT1CVYdNtGDzu3SQ9Ai+pJ4/Wul+F16+o+K9VvpHyTA7zEEFAzy7uv04xngAdK7MJN+0VloXxFKDrQjB3a3t2drf5+h65S1iXfi3Q7MsH1CKR16rD+8P6VFofi6x8QXTw2cNwoXPzSqADjHTBPrXqOrC9r6nkfVK/I6jg+VdbHI/EWGQ6mkrIGiQAj6kY69u9cnJ9lnBmumZixKPKZn3PkEEMc88DvXrvibRf7XsD5fE8YyvGc9/8/jXlN7pF9Y3Xmi3MgkXD4+6WBwCD68njtivLxFNxqO631Po8prUK+GWHqWvG+jtqt+pm3WmRToBb6rcQOq+XubbJtBAyAeGGcDvXC6poGp2QNw1gb6FDj7ZGTKqKO7KPmGPcfjXpdtbysy+Vab33cZAIreLnw/ALq4kH24rm3t1P+rP99/YenfpWdOcaavbQxzPBYKhTc17r8uvlY42DSrfTIo4Bql5qdq8fmpKp8q3bzFHKoCT904yTnGaUXUUUbQWyQRRMclIIgin0zjr+NWILsM0x1BP7PtTcO1ncuPkVGOTHKo5VS2WVgOM4OBU3/CMXcyK9un2iAfc8qYPHjtggkYrOXNH4lZv5HXlVfBezjtGS3vvfur9/XTYy8GQ4O0rnG1Tgt+XQV6l8PrAhHvnUBmQKoAxhRwMfka5fRvC8l1dCJ/LlfI3RRNuVf8AfYcKP19q9Y06xj0+0WBOSPvNjGT9Ow7AV1YSjKU1J7I586zOlUp+wou/d9PQt1mXui2927SpLNazN96SBgN3+8pBU/iK06K9SUIyVpK58uchN4R1dmbyPE32dT/FHp0If/vrH9Kyx8JrCW6F1e6xql1cg58xpyuD7BcCvQqKiNCnF3SB3buzmo/A+keUI7iL7SBxmXk/nTrbwB4TtZfMi8Padv65aAN/OukorSyAjhgigiWKGNY41GFRFCgfQCpKKSmB/9k="
"950";"SALADE  BIO SAF";"0499000023001";"1.48";"L";"Unité(s)";""
"1179";"ORANGE DESSERT SAF";"0493091000002";"3.43";"F";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigAooqtLfW0JIeUZAzheT+lKUlFXbGk3sWaKpx6nZzHCSj06VcBBGR0pRnGWsXccoyjpJWCiiiqJCiioLuYwWk0g6ohI+tJtRV2NK7sYusaodzQQsAoOGOcZP+FcldXWZwX2ttkDqPRgDg/hmq2oXcglOGIrHe8fd1P518fisfKtJn1GGwcKcbPU6C3vXd8K3zD+Etmuo0nVWR0jkb923HPY+tecQ3bB8gnrmtuzu2lkU/gcUsLjJUpXvqXisJGpG1j1Oiq1lIZbKCQ9WjUn64qzX2MXzJM+Uas2mFVr2LzrOaIdXQqPrirNIwyMUSXMrME7O55DqiHzXHQ5rCnyGxzxXpPiPQHldrm3XOTllHr6iuKuLB1YhgfxFfIYjByozaaPq8NXjVgmmZkOdwGDXSaNA0jjjkkVlQ2Z34VTnPpXfeGNGaELcTrg9VU9fqfSqwuDdWokkVi8TGlSbbOotohDbRxf3FC/pU1AGKK+tSsrI+Rbu7hRRRTAa6K4wRWTeaDBdMWAwT6VsUVMoRlo0XCcoO8WYdr4eht3Dd/WtiOJYlwKkoojCMdkE6kp/EwoooqiD/9k="
"1251";"CITRON JAUNE SAF Kg";"0493126000007";"5.23";"F";"kg";""
"1263";"POIRE CONFERENCE SAF";"0493134000006";"4.45";"F";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigAooooAKKKKACiiigApucmqeqakml2TXDrvYkJFGGAMjn7qgngZPc8DrVfQDdSWDT3t3JNcytvkiYIFtmIBMSFVGVHYksT1zzUe0jzcl9ewWe5YS/aTWJrFY12QwJK0m7nLswAAx6ISee4q9Xm2g+IbiT4ia3HM4NvJefY1UDhBGoVMe+7dn13ewrsvEWpppWl+cZmjmd1SEKudzZzg+2AcnsM96n20FFybsluW4NNLua9FVrK8S9h8xFKkHDK3UGsG0voZ/FV7d27s0IhjtJdwwpaORyGXnoDIwPAzgelTLE0oxjJvR7eZNnex09QR3kMt5NaoxM0KI7jacANnHPQ/dPH+Iqvq+q22iaXcajebvJhUEhBlmJIAUDuSSAPrWD4U1sa3quq3TW727FYQkbMG+RQw5I4zuLfhj3rRzipKLerKVOTi5paIi8Uzu2vWMEhH2WGIzlfVySoPvgA/99VYS/h06eG5V2KTPsliAPTaTnHquPyzW1qekQanGu9milUELKgGQD1HIII9qr2Xh+C0uFuGuJ55U/wBWZNoCHGDgKB2OOc15VXA15Yv20ZaaF88eTlseU+FjFq11e6gWEX265e6IB5jDtvGD6jcOfUVr+I9Wk1b7OXYZgt5ACOA0gkeNm9Mfuh9MmulX4caZFcyta3d5aQOQVgg2AR85wpKkge3btite68M6fcWMFonmQR24xGYtpIGOR8wIwep9+adXBVqimube35m7r0/dstjj4PEN1ZwX8kCFVOn7styY3VlQN/4+T/wEVb0JbaGwZUZwHTBUsWAI+v1rqLbw5YW9nLbMJJkmUpKZCMupGMEAAY5PaqUPgy2iRY21G/ljBOVZo13Kf4SVQHH4596wqZdiJwguZXV/xMp1YSk2lY888S+JrjX9ZtrST93ZwpDIsS8FpXiD7z64DgAfU9+Ov8COBNdqija0UZyBjkM3+NXtZ8B6dq15b3a3NzaTwqE3QiMhlH3Qdynp2IrZ0fRLXRLYw229i2N8khG5vyAH5Cu+OHqe3VSTukbPE0/q/sktTSooorvOEKKKKACiiigAooooA//Z"
"1503";"ORANGE A JUS SAF";"0493237000002";"3.43";"F";"kg";""
"1542";"MANDARINE SAF";"0493252000001";"3.75";"F";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iq15e29hbNcXUqxxr3Pc+g9TXKXvjgRD/RrQKhYIr3DEZJOACFBx1HU1z1sVSou03r26m1OhUqLmitO/Q7SiuGk8Z3f2ZoxbwRXLfcl3Ep+IP8AjVa18UazMZFlntY5UOCjQ9/zrlea4fTlu7+X+djqWWYizbsref8AkehUV59P4l1u0j/eSQ5JYKwiBzjr3/X2rV8K+JZtUmks77y/tAG+N0XaGHcY9RV0syoVKipK6b7ompl9eFN1dGl2Z1lFFFd5wnmPjXU3n137Mz/ubcYVe24jk/XtWZbX1qEP2kyNtI2hCAMd/of8KveNtOlTXZZVX5ZAHU+ox/jXM6bYXOrXzW8TLGEXfLIwyI16Z+pPQV8hiqdR4qTerbPtMJGg8HHWyS/r8S/e6jDOAIoQgHXB+9Va7lL2UFzt+eJvJZsdVwSh/DDj8q6iHQNJs4Mvafa5Dn99cAyD/gOAFx9B361JLo2n3NmIZbIWtv5oIWMlCCAeu3/ePBojh9XzPdf15CWNoxsoRdk9/wA9NzjIbma5nSFMu7fKo/8ArnoMc/hW5pUj6Xdi5glEs6ggNj92PoOp/MfSo7/Q00KK5ubSWSeKVVjDuBuhUn5skY6kKAcDj61Ts9TFqT+7SQNxz/TisJQdGas7PudDksRTbpq8e3fvc7Kz8ZXoZzcW0c0aMULKhiPHcZyCOOuAK63S9WtNYtfPtJMgHDqfvIfQivKp9TtpEH2eIxOSSxDdsYxj8KveEdRaDxFEqMdkw8tx6jt+telhMyqKtGnN80Xp6fkeNicpToSqJWkrvtf5ao9I1PS7bVbcQ3Kn5TlHQ4ZD7H/IrjP7Ij8Pz3MTS+espWZiIwu5eQqsMngYY5GOvSvQawfEumm7sWngUmaNTlR1dRnj6jP869jF0FODnFe8jycJXcJezlK0WYFreKJIRn5wQxAGMYycfSo3vV/eLIck4lIzn/eGR/Wsh0ctJIY1ZZJWUYPGcE59KbECLi1ESGTdHkZODgjB4Hvn86+fdapypW/rbY936vC9/wCu5sxFHRrKcedbTRkZHAKtz+WCD7MK85WKcIp8uV8jO+ONiD+QrtGu5bJYUiVBOsQDHbkpwBgZ745J/Ckn1jUJtjm5mXHygo5XnqOh6EECs6lSm48ju3Hy9NLvsb4aVSk24pWfd+vRHFRys7ZT5ucZ9a7bwZpUsmtxSsPliHmMfQdv1x+tWbeytPEWpwmfdC+FJniX5pcjo2RjOc/N1xjrmu/sNOttMt/JtY9i5yxJyzH1JPJNehgMFGU/a3ukzmzHNH7P2aVpNfd8/wCvMt0UUV9AfMGZcaBp11K0rwFJWIJaJ2TJHcgHB/EVAvhjTleNm85/LBADSnBznrj69OnAraorN0abd3FGirVErKT+8wZfCemS3Uk584GQ5KK+FH0GKlPhfSyuPKk3E53eYSf147mtmipWGoraK+4r6xW/mf3nLx+FpIdYt7xLxWjjI+Vo8MFHYYOK6iiinSowpX5Fu7k1K06tud3tof/Z"
"1622";"POMME DALINETTE ♥♥♥";"0493293000008";"2.93";"F";"kg";""
"1613";"POMME DESIREE BIO ♥♥♥";"0493290000001";"3.03";"F";"kg";""
"2167";"PECHES BLANCHE BIO";"0493423000007";"9.28";"F";"kg";""
"3714";"POMME GOLDEN DELICIOUS SAF";"0493814000005";"2.96";"F";"kg";""
"3730";"ABRICOT CONFITURE  5KG";"0493816000003";"15.21";"F";"kg";""
"3825";"POMME MELANGE  TEULET♥♥♥";"0493824000002";"1.84";"F";"kg";""
"643";"POMME DE TERRE AGRIA   SAF";"0493111000005";"2.79";"L";"kg";""
"742";"FENOUIL BIO Julie ♥♥♥";"0493056000009";"6.24";"L";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+ikPSo554bWB5p5UiiQZZ5GCqo9STSbsBLRXLat40tLBbCSCM3Fvep5kVwDhNuQCfUnkH8a6dWDqGHQjIrOFaE5OEXqgHUVXvbpLGynupPuQxtI30AzXMeFvEt5rE863SxxxWyEySYxk5x+HRvypVK8YTjB7yA6+isfS/E2maw/l2kxMvOYypyPr2rYq4TjNXi7oArnfG+lf2v4SvoFXdLGnnxDuWTnA+oyPxroqDTnFTi4vqB4BpF41/wCFnsZSWOmX0bxMx6W9wCmB9JQD/wACFeu6br9raeDxqmpTeVBaRnz5NhbaF4zgAk/gK8oXSpdP8VahY2sIePLW5UnGIxMjK3/Adgb6Zr0G2tLgxRWwgin0yVpHnimVXUHC7VKkc5POc/w+9eJSqunWUkr6Wfy2CK0OM8U+MdQ1/wAVaZp2j3c6+Hb6MLcAwgFzFI7PgkbgGVAvUcZyK2b64Oh+GJoUUC5vzlwOMqo6fi7EfQNUPh/4dDRtalvFu5JLQIypHJkyF227snpjCnnrzjtmtiXQJ9R8UDzyv2dGDLgdFGdo+vLE+5NXVlOVRStray+e/wCArOxp+BNEfTdIFzcf8fVwMsT29f1/QCutpqII0CKMKBgD0FOr1qVNU4KC6DCiiitAPPX04HxNeXbLy8zjPtnH9K6iyRUiUYG3oR6VXvLYRXcpPQtn6A5/x/Sp7eTchfByQWI9j1H4HP5ivIVHkm35mqWhdWMYGR0/z/jSxQBLsyD8f1qOGUsPmzxwf8/561dj9+veuiklJpky0JKTmloPSu8gKY+/adgGafRQBzurvqqfvLewF0U/gDhSw9MmsdvFbWZVJvDXiRX7rHp/nAf8CRiD9a7qispUk3e5anbQ5ay1+6v2AtfDesKf795Elug+uWLfkDXSwhxEvmBQ+OQpyBUlFONNRdyW7hSdqWitBH//2Q=="
"889";"CAROTTE LAVEE SAF";"0493018000009";"3.04";"L";"kg";""
"894";"AIL BLANC SAF";"0493102000007";"11.7";"L";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigAooooAKKKKACiiigAoopkkqRJukYKvqTQBW1O4+y6bcTbgpVDgnsTRpS7NKtV/6ZL1+lZmrvLfW7wiCRYs4UNgFz6kHsPzrQ0qYNaRwMw86JdrAH04zWSd5mjVoF+iqV3fLbv5YI3bdxzUX9oCNUeeQRls7Y+ufr/8AWq3JIjlZpDpRUFrcpdRll4IOCKnqhBWDJe+ZfzsTlIflX2NbpYDqQPrXH+IZrfRfPvJ50WxmIMkm8ZhYnGSP7uT17d6iexUNyWTV0kuXVWDMgDY61Uh1N2IkU7ZFYkMPUjv+lcrP4r0Cwfzf7YsDvUgYuUORjrwar2mtwa9L5Npf7LPcEluLXEj7j/CvOBwOWPA469K527I2S1sdamrHU3/tMR4hfaE+oRSceoySM+1QyXU084uZHxt4Uk4Cj2qjJNCltBbWkltDZWqCKJJbxEwo9SxyT6n1rDbxRYpd/ZJZYophjhT5gb6Mm4H8Dmm33ElfY77TtQd7u2W33gSSqh4ySvJPf2/Cuurl/DsEISO7lcBgD5aDPy54JPvjt710nmqfu5P4VvC9tTKe4/aCOQPxqNraFzlooyfdRUtFWSUP7G0zzDJ/Z9pvPVvITJ/HFPOmWJOTZ23/AH5X/CrlFKwES20Mf3IkX6KBT9g7ZH0NOop2AaFA7Uu0UtFAH//Z"
"897";"AUBERGINE BIO SAF";"0493105000004";"6.01";"L";"kg";""
